Estimated molecular formula	M/Z	Mlp102036	Mlp106078	Mlp123227	Mlp123531	Mlp124256	Mlp124266	Mlp124357	Mlp124466	Mlp124497	Mlp124499	Mlp124518	Mlp37347	Mlp72983	Mlp123218
C6H8O6	175.024811	0.064853233	1.043519048	-2.984910825	-0.747916426	0.690609427	-0.645929422	-0.517393556	0.129417192	1.121181276	-0.472129782	1.030887856	-0.446836999	-2.316238291	0.435510625
C7H10O7	205.035376	-1.035713535	-1.649736962	-2.609161797	-0.698874058	-1.231376336	-2.466067514	-0.593929868	-0.759603798	-1.096879157	-1.898451543	-1.415485855	-0.511404521	-0.103888246	-0.768260078
C7H11O4N1	172.061531	-1.234364196	-1.459886399	-0.554388168	-0.853306095	-1.282721351	-0.667565261	-0.225200981	-2.230162764	-0.445149382	-0.521433401	-0.339870246	-0.228112385	-1.427117035	-0.541544114
C7H11O5N1	188.056445	1.947519518	-0.694323092	0.26780223	-0.130902717	-2.314462952	-1.227937463	0.001290066	-1.13305838	0.129370096	0.146754649	0.33999316	0.688702161	-1.553085197	1.788813546
C7H12O5	175.061196	0.927503873	-0.977004935	-0.964110307	-0.329187132	-2.069090454	-1.626372356	-0.512202089	-1.556965709	-0.846211971	-0.315537898	-0.360379567	0.270066228	-1.186998038	1.023619652
C7H8O6	187.024811	-1.75089333	-1.082437553	-2.981659249	-1.434401387	-1.206609785	-1.77128844	-1.210477861	-0.776967214	-1.244044629	-2.090426934	-2.062661642	-0.676692924	-0.03169149	-0.485981807
C7H9O4N1	170.045881	1.677996509	-2.23445109	0.687817961	0.662547301	-2.23445109	-0.239836309	0.873657016	-0.005155013	-0.47152464	0.807742873	-2.23445109	0.900127117	0.302380508	1.37879931
C8H10O7	217.035376	-0.540373472	-1.130097855	-2.237479609	-0.870081551	-1.427177929	-1.275632692	-0.50488465	-0.2769298	-1.070472204	-1.360718224	-1.357206921	-0.631559578	0.053969178	-0.326948317
C8H11O6N1	216.05136	-2.231041923	-1.578233849	-1.80396754	-0.913055719	-0.855271451	-0.876694823	-0.383583506	-2.379089967	-0.816921699	-1.128924763	-0.758523846	-0.414774131	-1.353384477	-1.405895572
C8H13O5N1	202.072096	-0.472924443	-1.779077632	-2.765353881	-0.218720132	-1.629905007	-1.64350156	-0.071835132	-0.811574257	-0.6206941	-1.314802352	-1.623264027	-1.151221978	-0.077736273	-1.516128048
C8H6O6	197.009161	-1.899539398	-1.489320162	-2.02780616	-1.198112959	-0.929233536	-2.132640523	-0.54842411	-1.260874494	-0.941641039	-1.320714676	-0.957023582	-0.507018108	-0.996234675	-1.601437921
C8H7O3N1	164.035316	1.459313685	1.663545223	2.078070381	0.722146685	1.93851022	1.755865358	1.64977036	1.251186391	1.859466098	1.679923723	2.534283381	1.223717945	0.150446556	0.40200103
C8H7O5N1	196.025146	-1.527056106	-2.723927333	-1.470240127	-1.986938494	-1.231940584	-1.849382857	-1.186879719	-1.696215715	-2.130550337	-2.19663157	-2.285797752	-2.32488638	-1.467677755	0
C8H8O6	199.024811	-0.304702923	-0.442462416	-2.70370318	-0.40361826	-1.324582671	-1.151872321	-0.698723289	-0.000758244	-0.825371818	-0.963069282	-1.56367138	-0.255496844	-0.093460329	-0.044336249
C8H8O7	215.019726	-1.545409261	-1.621126003	-2.723061002	-1.701974627	-1.660515673	-2.723061002	-1.267051415	-0.8427551	-2.723061002	-2.723061002	-2.237467766	-1.161520986	-0.301339843	-0.359890842
C9H10O8	245.03029	-0.497728175	-1.029711403	-2.186109167	-0.895454197	-1.598343862	-1.53899237	-0.671233464	-0.589446129	-1.227251999	-0.815116322	-2.186109167	-0.603606533	-0.276142624	-0.607179733
C9H11O7N1	244.046275	-1.866181918	-1.866645057	-2.961401724	-1.89922658	-2.86828712	-2.594055578	-1.96812413	-0.966901217	-1.369844545	-1.408617275	-2.433439501	-0.360956931	-1.021015322	-0.945831917
C9H12O4N2	211.07243	1.562831833	1.389151744	1.061881338	0.600707326	-1.713425151	0.856790989	1.040839771	0.337983362	1.578643823	2.330927078	1.642715259	1.398929642	-1.333366334	1.870875541
C9H14O6N2	245.077909	-1.157440054	-0.468618283	0.218341086	0.574059535	-2.018560526	-0.640203943	0.503786394	-0.406598969	-0.724494785	-0.00512435	-0.433654898	0.568042321	0.26198597	-0.146738303
C9H14O7	233.066676	-0.399268213	-1.668971837	-2.014292419	-0.073834464	-1.530802697	-1.548237176	0.078078352	-1.076163997	-0.334924509	0.049001743	-0.615702187	-0.270310739	-0.761832125	-0.121367377
C9H16O4N2	215.10373	3.687763813	0	0	1.083408963	0	0.463598417	0.995998696	0.874904714	0	1.286714383	0.53365465	0.529107584	0	0.714482384
C9H17O3N1	186.113566	1.211630715	0.774485362	2.015681336	0.249290112	0.010578602	1.179495776	0.873248983	1.29624671	1.194434464	1.967810531	1.831350402	0.60954783	0.005117906	2.130120876
C9H18O4	189.113232	0.71302489	1.339987104	2.129472982	0.400952528	0.655108009	0.823414192	1.970386176	0.590818725	1.07761627	1.575689692	0.707958497	0.458892582	1.231314014	0.915811918
C9H6O7	225.004076	-2.466075329	-2.174306425	-3.490655139	-1.166630525	-1.935028636	-2.934644597	-0.829121718	-1.9530018	-1.369662621	-1.26443896	-1.77781344	-0.32535904	-1.210025132	-1.831608114
C9H8O7	227.019726	-0.946560689	-1.088475735	-3.115747522	-0.270422065	-1.024519037	-1.935373463	-0.831252443	-0.082984126	-1.205447499	-1.557011473	-1.872515622	-0.254361426	-0.043422865	-0.475463308
