Estimated molecular formula	M/Z	Mlp102036	Mlp106078	Mlp123227	Mlp123531	Mlp124256	Mlp124266	Mlp124357	Mlp124466	Mlp124497	Mlp124499	Mlp124518	Mlp37347	Mlp72983	Mlp123218
C16H8O10N2	387.010618	-0.450938671	1.410478101	-3.360965796	-1.497905279	0.800733067	-0.630721571	-1.11794631	0.042652115	1.381396938	-0.26148807	0.975882692	-0.629828454	-3.90634727	0.184831847
C17H10O11N2	417.021182	-1.035794291	0.961889435	-4.375116493	-0.70486401	1.07533846	-3.367075182	-2.31923601	-0.558555563	0.7566094	0.344656802	-0.094386929	-1.3439853	-4.375116493	-1.218115336
C17H15O9N1	376.067404	0	0	0	0	0	0	0	0	1.879129665	2.216765357	0	0	0.582088923	0
C17H16O11	395.061984	0.541120514	-0.650245097	-0.542242344	-0.678853546	-0.803625633	-2.023335295	0.244853948	-0.024199871	-0.690854714	0.384815717	-0.91918416	-0.489602672	0.084783252	0.25197372
C17H18O12	413.072549	-0.97725975	-0.921066543	-2.137361329	-0.605950539	-1.501200951	-2.137361329	-0.507049694	-0.549928878	-0.949117284	-1.240494625	-1.566505734	-0.603269282	-0.277377152	-0.659235583
C17H18O3N2	297.124465	1.460145376	1.468067952	1.228497864	0.495603471	1.642483821	2.236157357	1.661081004	1.196070586	1.798369141	1.040234335	2.591892999	1.278510247	-0.466366475	1.493181373
C17H19O9N1	380.098704	-1.116604634	0.88083433	-2.207968093	-0.803241656	1.358616779	-0.656450212	-0.939840331	-0.44842671	0.565873716	0.244127375	0.092513352	-1.015130574	-2.252672419	-0.98011555
C17H20O6N2	347.124859	0	0	0	0	0	0	0	0	0	0	0	0	2.36816237	0
C17H20O8	351.10854	3.291056767	1.29546214	1.820839287	1.743108986	0	0	0	0	2.022752511	2.754599962	1.397462402	0	0	1.932786454
C17H22O4	289.144532	1.22878657	-0.327572511	2.748899534	0.243287248	0.170318677	0.963858544	0.787126867	0.117192424	0.311316614	0.22395197	0.058784836	-0.211056208	0.086109341	0.351859421
C17H23O13N1	448.109662	-4.234399685	1.089645112	-0.556852938	-2.644534429	-2.302476133	-2.151460613	-4.234399685	-3.157854005	0.37427957	0.019843521	-0.767546635	0.629681511	-4.234399685	0.599488702
C17H23O9N1	384.130004	2.078931268	0.501070175	1.765999873	1.034725049	-0.501468154	0.958816515	1.362521604	0.184904129	1.325925802	2.141824333	1.546201745	0.823722878	-0.500209431	1.741225285
C17H24O10	387.129669	-1.769858075	0.306033041	-0.007147786	-1.323884252	1.440992024	0.196872702	0.045807114	-0.281639018	-0.554520601	-0.643722978	-1.057761393	-0.015530229	0.27253439	-2.419647274
C17H24O4N2	319.16633	-0.278949877	-1.226003713	-2.710717939	-0.45435991	-0.545694069	-2.965469493	-1.121009213	-0.314363485	-0.999220321	-0.341780109	-0.929491756	-0.160723447	-1.083913148	0.054204899
C17H24O6N2	351.156159	-0.002931478	-2.199763772	-2.199763772	-0.072075984	-2.199763772	-2.199763772	-2.199763772	0.284252894	-0.356331704	-2.199763772	-2.199763772	0.259269288	-0.92741337	0.694759451
C17H26O11	405.140234	-2.894616024	-2.894616024	-0.889243614	-2.894616024	-2.894616024	-2.894616024	-0.070202846	-2.894616024	-2.894616024	-0.319987659	-2.894616024	-2.894616024	0.325034873	-0.665491958
C17H26O5	309.170747	1.567965579	1.742456709	1.808535224	1.44901263	1.593516512	2.17030938	1.747808873	1.52234624	1.82858124	1.825138874	1.956042251	0.572985954	0.984930885	0.635963026
C17H26O8	357.15549	4.135654112	3.136599978	3.723093677	3.101385033	3.555815709	3.279908592	3.801594461	0	0	3.931255506	3.88236561	0	0	2.860339801
C17H27O13N1	452.140962	2.12300916	2.121112991	2.32251491	-1.431072072	-0.204715675	0.66183432	-0.226143424	1.554087776	0.058439707	1.825189762	0.698303867	2.511704364	-0.141159502	0.71766044
C17H28O7N2	371.182374	2.997470428	0	0	3.207572683	0	0	1.645429031	2.150367572	0	0	0	1.82449158	0	1.686962524
C17H29O14N1	470.151527	3.614413252	1.049353753	3.291599334	-0.936411834	-1.43878819	-0.230375092	-0.46452326	-0.646541384	0.391931074	2.575236601	1.536575831	1.944802846	-1.129157657	2.356392543
C17H29O9N1	390.176954	3.181045247	2.076676699	2.77690913	2.360137719	0.898843721	2.564836929	2.431299476	1.405072624	2.260624716	2.601265863	2.72307369	2.097601681	0	2.149855322
C17H31O10N1	408.187519	3.088937961	1.614560988	2.619270291	1.992421019	-1.024274171	1.841364622	1.727131738	1.148751698	1.982885074	2.403636402	2.364599174	1.691686581	-0.174541071	2.505103575
C17H31O11N1	424.182433	3.01059716	1.566460168	2.583268963	2.015225103	-0.319426925	1.868201621	1.815279916	1.260502837	2.045128225	2.388078834	2.273936192	1.789261445	0.539578888	2.292503825
C17H9O12N1	418.005198	2.194897664	0.79352809	2.156158026	1.032314132	-0.580147903	0.713356731	0.948962425	0.576905061	0.682473008	1.130950372	1.346843195	2.440511398	0.347881498	1.335759764
C18H10O9N2	397.031353	-0.389437316	0.195016214	-2.281583517	0.070991219	-0.258451817	-3.231124547	-3.940423335	-0.564955921	-2.371500405	-1.83473464	-1.708405729	-0.704765175	-0.417987144	0.403268364
C18H13O7N1	354.061925	3.8138886	1.506324819	1.883596624	2.353840214	0	1.923168579	1.56257724	1.511454389	1.15574113	2.472222847	2.980535985	2.193155294	0.671568541	1.842357615
C18H16O11	407.061984	2.12214043	0	0.570056282	0	0	0	1.723985979	0	0	0.94556332	0	0	0	0
C18H16O6	327.087411	-1.445612467	-0.998617685	-3.549699264	-1.316067914	-1.472476856	-1.805916532	-2.311166656	-0.66451927	-0.804053902	-1.863936417	-1.9557076	-0.92298554	-1.363871379	-1.041375518
C18H16O7	343.082326	0	0	0	0	0	0	3.917809774	0	0	0	0	0	0	0
C18H20O10	395.098369	-0.393703756	-2.342161663	-1.999653976	-0.58834657	-1.88106278	-2.62384425	-0.274327962	-0.478495255	-0.961847523	-0.871234007	-1.610962717	-0.965380756	0.18217853	-0.709134402
C18H20O3N2	311.140115	1.387764909	2.322089316	1.357286575	0.516158398	2.197399609	1.459544655	1.930080922	1.274343073	2.984346673	1.548478786	2.996775412	1.142136527	-2.009166888	1.946792339
C18H20O9	379.103455	0.259979653	-2.420995972	-2.420995972	-0.63951556	-2.420995972	-2.420995972	0.417069203	-0.643788607	-0.42578832	-0.222492977	-1.109990166	-1.020313306	-0.434185516	-0.122001694
C18H20O9N2	407.109603	0.112950509	-1.230272776	-1.08163843	0.028311426	-2.650755758	-0.800897175	0.023935481	-0.116289803	0.038480421	0.101244225	0.279669366	0.257553	-0.498490426	0.026202068
C18H21O11N1	426.104183	1.614860391	1.192825426	0.242941291	2.058817569	0.523673376	0.439671929	0.735359376	1.091242101	0.103980206	0.247486464	0.361466887	1.474236938	0.628538704	0.547979406
C18H22O10	397.114019	-0.016211279	-1.447080294	-2.093174489	-0.486274337	-0.999345269	-1.427903339	-0.056060878	-0.58065804	-0.741580431	-0.341784319	-1.131847046	-1.085036808	-0.271091943	-0.439014092
C18H22O13	445.098763	-0.57879432	-0.713516723	-1.262737967	-0.961858601	-0.437590096	-1.584297483	-0.73408553	-0.802831829	-3.308944633	-1.918342054	-1.314650548	-1.562729352	-0.026703886	-0.273590983
C18H23O10N1	412.124919	3.953828411	1.867911312	3.544855987	2.132134082	-0.796069757	2.038313975	2.192052987	0.515834232	2.724271245	3.451687937	3.205600259	2.165123521	-0.285577277	3.257131226
C18H24O10	399.129669	-0.501443502	-1.058136976	-4.5172077	-0.502803782	-0.614767099	-4.5172077	-0.249861453	-0.615991594	-0.659008394	-0.590929907	-1.683636129	-1.60109585	-0.315872995	-0.532800405
C18H25O9N1	398.145654	3.472455546	1.602743483	2.899369952	2.28614913	-1.326735216	1.882388914	1.919080124	1.310799472	2.122862649	2.770631543	2.491249607	1.810985637	-0.155662972	2.873023252
C18H27O14N1	480.135877	-1.49032572	2.646686507	0.995777283	-0.268787935	-0.024368701	0.955766886	-0.548964525	-0.259934221	0.691596289	0.211892569	-0.180147841	2.16820858	-1.49032572	-0.663771185
C18H27O6N1	352.17656	-3.755982118	-2.449128543	-2.851296354	-1.695779061	-1.896481292	-1.909474786	-0.912956624	-2.74652449	-0.839687562	-2.077647428	-0.916437757	-1.091350396	-3.384830457	-2.486925627
C18H29O12N1	450.161698	2.579948716	1.268009264	2.068664174	1.353878078	-1.424800357	1.295809505	1.793607884	0.14377172	2.001965867	2.097620447	2.299091478	1.799131757	-1.268471318	2.399611134
C18H29O6N1	354.19221	-1.006000305	1.405037306	-1.006000305	0.07267078	-0.384670487	1.580458581	0.159832605	0.338754445	2.190435955	-0.38660521	0.569896209	0.918702264	-1.006000305	0.601083518
C18H30O2	277.217303	0.148042248	0.626792131	0.284277285	0.10951598	0.71391736	-0.836137851	-0.836137851	-0.187743175	2.083875236	-0.087722658	-0.836137851	2.474299146	1.843959696	0
C18H31O11N1	436.182433	3.277547616	1.747192756	2.894900641	1.872689647	0.427751368	1.992987102	1.641278649	1.323489522	2.241088204	2.327862169	2.465019684	1.892536212	0	2.388549998
C18H31O8N1	388.197689	-1.408954696	1.425328198	-0.636609467	0.618813329	-1.131175242	0.683807901	0.285767039	0.544753683	2.168606768	0.187846252	0.399140057	0.874852379	-1.153177756	-0.156531478
C18H31O9N1	404.192604	-2.117323786	1.259629511	-1.375866806	0.267056228	-1.361176648	0.227752319	-0.124133698	0.430111027	1.701626076	-0.074457713	0.722739438	0.903517308	-1.976094806	-0.485228049
C18H33O10N1	422.203169	3.536097774	1.814755372	2.939143921	2.249001262	-1.295720363	1.920652769	1.804289825	0.959258945	2.44795012	2.903047894	2.850235089	2.086758971	-0.71243082	2.832704903
C18H33O11N1	438.198083	3.683465511	1.756177809	3.098153885	1.976970877	0	1.53439466	1.868318522	1.018886646	2.084192191	2.795740354	2.577986986	2.04804879	0	2.455131177
C18H33O8N1	390.213339	-3.464472454	0.807899423	-1.657076127	-0.027155318	-1.316001975	-0.055261122	-0.561180444	-0.747674343	1.055751133	-0.573274627	-0.243498433	0.545278994	-2.494139383	-0.207766473
C18H34O14N2	501.193726	0.18846375	-0.920470083	-2.401871816	-0.586268308	-1.282126622	-2.401871816	-0.448052745	-1.032501586	-0.202094455	-0.524192484	-0.395342214	0.438845759	-2.401871816	-0.217259402
C18H35O6N1	360.23916	0.501595966	0.827409689	2.526795779	0.013755982	0.429803935	0.022916803	0.119344083	0.56097395	1.172389137	-1.073963836	0.698632172	0.524432547	0.20592173	1.152082451
C18H35O8N1	392.228989	-3.402431072	0.835345519	-1.648859136	-0.264242284	-1.758829114	-0.025710418	-0.945298884	-0.995962757	0.949879534	-1.096240534	-0.094008349	0.480005146	-3.46565184	-0.471940296
C18H36O2	283.264253	1.372773022	0.525477748	2.016063837	0.663470512	0.884035779	1.306291641	1.171573669	0.611339802	0.715947169	1.393760759	1.158726559	0.63720784	0.498226253	0.614487276
C18H36O3	299.259167	1.873160768	0.536120072	2.242083017	0.801195336	0.978249491	0.838913362	1.228759111	0.719574989	0.269883327	2.003215269	1.020649362	0.73290325	1.016360001	0.953843886
C18H36O4	315.254082	1.349550166	0.965213589	3.163418096	0.912229504	1.412374965	1.915246663	1.602307875	1.355433382	1.059376088	1.922230345	2.078220196	1.241704362	0.642893497	0
C19H16O10N2	431.073217	0	0	0	0	0	2.550247348	0	0	0	0	0	0	0	0
C19H16O4	307.097582	0	0	0	0	0	0	0	0	0	0	0	2.853594793	0	0
C19H17O3N1	306.113566	-1.68528414	-1.68528414	-1.68528414	-1.68528414	-0.207594289	-1.68528414	2.812945524	1.042522365	-1.68528414	3.679715513	-1.68528414	3.019496428	1.665967079	-1.68528414
C19H18O3N2	321.124465	0	1.033618679	1.101248315	0	1.093112224	2.546120614	0	0	0	0	0.596117154	0.520591233	0	0
C19H18O5	325.108146	0.26255784	1.150727849	0.477723834	0.038182416	0.806414716	0.552757765	1.506227271	0.395096319	1.540812812	0.298266612	1.201228789	0.744614134	-2.468897039	0.174324459
C19H18O8N2	401.099038	-2.971046513	-0.645461955	-1.337597919	-1.29171654	-1.174609956	-1.583018424	-1.465583863	-2.971046513	-0.939264009	-0.969684562	-2.971046513	-0.773713608	-2.971046513	-0.050115591
C19H19O10N1	420.093618	-1.47643182	-1.21905771	-2.591088771	-1.303297526	-0.907605813	-2.591088771	-1.632549108	-0.837272275	-1.134029061	-2.591088771	-1.905785991	-1.469430966	-2.072048564	-1.572929835
C19H19O13N1	468.078362	1.556593485	-0.520742663	-0.902287978	1.028711909	0.414147178	1.252577672	-0.895793657	0.427084817	-0.24474663	0.185281011	2.066222049	0.584062742	-0.147828632	-0.182560481
C19H20O12	439.088199	-2.377294111	-2.377294111	-2.377294111	-2.377294111	-2.377294111	-2.377294111	-0.598778814	-2.377294111	-2.377294111	-2.377294111	-2.377294111	-2.377294111	-2.377294111	1.871032771
C19H20O8N2	403.114688	-3.203943369	-3.203943369	-1.709291453	-3.203943369	-3.203943369	-0.822009072	-3.203943369	-3.203943369	-3.203943369	-3.203943369	-3.203943369	-3.203943369	-3.203943369	0
C19H20O9N2	419.109603	-2.816824108	-2.816824108	-2.816824108	-2.816824108	-2.816824108	-2.816824108	-2.816824108	-2.816824108	-1.205272595	-2.816824108	-2.816824108	-0.983560562	-1.720507744	-0.117311035
C19H21O11N1	438.104183	-1.814242912	-0.622000875	-2.309285621	-1.379227028	-0.570598134	-2.309285621	-1.194326385	-0.569630292	-0.663386423	-1.385859646	-1.805118311	-1.201697835	-2.309285621	-0.910801952
C19H22O11	425.108934	-1.847064219	-1.984222492	-2.420390262	-1.224887707	-1.010104685	-1.554686026	-1.303968369	-0.907662638	-1.919912331	-2.021305777	-2.054532568	-1.516105691	-0.651927354	-1.782947718
C19H24O10	411.129669	-3.123539475	-1.572379173	-3.123539475	-0.984480046	-1.45474126	-3.123539475	-0.665274541	-1.366862544	-1.560386974	-0.938484532	-1.546912194	-1.53122707	-0.393719593	-2.204902143
C19H24O9	395.134755	-3.873368184	-1.438076684	-3.873368184	-0.676708127	-0.697371521	-1.136918503	0.515225732	-0.26647512	0.16849707	-3.873368184	-3.873368184	-0.484563788	-0.208723965	-2.94303654
C19H25O10N1	426.140569	2.064481973	0.926038558	1.311513418	1.366522922	0.46278857	0.54574639	1.298173084	0.879216913	1.460128987	1.621265188	1.071401791	1.100677684	0.426472518	1.880191113
C19H27O10N1	428.156219	2.109165427	0.348845958	1.456857035	0.979852655	-0.817687591	1.277765395	0.927625106	0.40087906	0.763409535	1.228225081	1.216528925	0.707273903	-0.358000726	1.692130554
C19H28O8	383.17114	4.567261035	0	4.415029638	4.226959134	0	3.694407156	0	0	0	4.502553504	4.324466765	0	0	3.149259518
C19H29O12N1	462.161698	3.662464737	2.046291416	2.973304705	1.776637467	-0.407256268	1.693578048	1.708402922	0.609828778	1.563472248	2.190835359	2.179635892	2.341369651	-0.475682283	1.815216846
C19H30O5	337.202047	1.62557305	2.651807946	2.206281984	0.817927643	2.672955648	2.829488652	2.175296146	2.370690567	2.936626519	2.101940901	2.407420005	1.030606498	1.418645145	1.237776442
C19H30O6	353.196961	3.16849386	3.169916592	0	3.30359486	0	3.624463802	3.460093385	0	0	3.486354226	0	0	0	3.070737988
C19H30O8	385.18679	0	0	3.99940025	0	0	0	0	0	0	0	0	0	0	0
C19H30O9	401.181705	0	0	4.466833039	0	0	3.9306438	0	0	0	4.419497593	3.450876179	0	0	3.184802701
C19H31O11N1	448.182433	-1.868913866	0.992780077	0.443224277	-0.906351993	-1.045657459	0.417413685	-0.658215729	-0.519464948	1.139160782	0.305814592	0.363738548	0.739987225	-2.541979394	-0.111314187
C19H31O12N1	464.177348	2.029552213	0.848869524	1.602880698	0.993050256	-1.245983894	0.995106321	0.790870828	-0.014339697	1.354604453	1.567846522	1.68932521	1.387096036	-1.667800982	2.089682378
C19H32O12	451.182099	0.766419696	0.59695621	2.279407616	1.744798883	0.364576357	2.897770148	2.534448933	1.213879179	1.743098704	1.600742212	1.948100555	0.692815517	0.852350647	0.558595895
C19H32O16	515.161757	0	0	0	1.530005395	0	0	3.276613434	2.392480083	0	0	0	0	2.221046178	0
C19H32O4	323.222782	-0.139676834	2.001159224	0.260481812	0.102825197	1.536171391	0.289134912	0.079977951	0.389373578	1.918256058	0.724164813	0.770074129	1.119765623	0.088746036	0.678709256
C19H33O10N1	434.203169	3.708537015	1.869119588	3.186584225	2.319162633	-0.986368316	2.152725194	2.076299409	1.095738879	2.440143691	2.856378409	2.738411392	2.069257927	-0.095804418	2.885845769
C19H33O7N1	386.218425	1.79572594	2.465905929	0.890683726	1.411037328	1.677085196	2.621066053	1.840947749	1.543492342	2.51139669	1.538389323	2.41858546	1.99733454	1.301712997	0.35841191
C19H34O5N2	369.239495	0.608936563	0	4.562354255	0	0	0.873918861	0	0	3.366974798	0	1.32401518	0.953858814	0	0
C19H35O10N1	436.218818	3.708806647	2.032133729	3.148920871	2.423466479	-0.817965278	2.26539649	1.992008509	0.817062308	2.380970419	2.722886735	2.818559146	1.965868687	-0.478381313	2.785985238
C19H35O11N1	452.213733	2.142056301	1.016854573	1.427926138	1.171667181	0	1.437617866	1.533140469	0	1.233802674	1.6758177	1.53920145	1.101467829	0	1.371223309
C19H38O14	489.218878	0	0	0	0	1.321121602	0	0	0	0	0	1.542043943	2.54903436	0	0
C20H16O10N2	443.073217	0.925634723	1.922195867	2.19972587	0.587173122	1.236639684	0	0	0	0.58255469	1.789993426	1.135298855	0.632866752	0	0
C20H19O5N1	352.119046	-2.768560802	-1.990866271	-3.984885797	0.010521624	-1.808268237	-1.129019451	-2.710760007	-1.14169245	-2.178584699	-1.562331179	-3.012398453	-0.487426774	0.959231893	-2.049434677
C20H20O6	355.118711	0	0	3.737850065	0	0	0	0	0	0	0	0	0	0	0
C20H20O7	371.113626	0	0	0	0	0	0	0	3.471418953	0	0	0	0	3.259952077	0
C20H22O6	357.134361	-0.605157382	-3.774720387	-3.774720387	-0.798328609	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-3.774720387	-0.064446028	0.244020341
C20H22O8N2	417.130338	-1.274177718	-1.778128567	-0.61701622	-3.597050902	-1.027809521	-2.298041202	-1.041941378	-1.557455698	-1.629116237	-3.597050902	-3.597050902	-2.792651532	-2.255358264	0
C20H22O9N2	433.125253	2.245522763	2.42712585	-0.789402131	0.059298645	-0.211943416	0.324350558	0.724204265	0.278109848	2.902600153	1.436620465	2.69463064	0.533466678	-3.648917079	3.122783222
C20H23O13N1	484.109662	1.653129811	0.230859814	1.55967656	2.932480925	-0.33484871	-0.295200275	0.706308847	0.543380984	-0.217361998	0.400859564	0.329128493	0.429208216	0.267164914	0.33087387
C20H24O11	439.124584	-0.373104917	-1.195241291	-2.301621953	-0.672352376	-0.885121964	-1.073257516	-0.261058761	-0.483177193	-0.887331411	-0.568593313	-1.271100175	-0.9305334	0.182056356	-0.4195969
C20H24O11N2	467.130732	-2.026869514	0.278268033	-0.697172559	1.824387533	-2.026869514	-2.026869514	-0.863177629	-0.828526865	-0.270743312	0.019509893	0.188595559	0.880115599	-0.528524378	1.504448856
C20H24O12	455.119499	-4.119803665	-3.0638525	-3.003079329	-4.119803665	-1.04512591	-4.119803665	-2.5763644	-0.362144466	-2.649218495	-3.154424613	-2.975212381	-1.902814308	1.006293822	-1.908254641
C20H24O13	471.114413	-1.566184711	-1.263263238	-2.207395801	-1.192006639	-1.115007232	-1.515658251	-1.089545843	-0.455336955	-1.336651737	-2.112119575	-1.557557371	-0.971588958	-0.039128907	-0.971165153
C20H24O8	391.13984	0.670586834	-2.982101234	-1.094050295	0.064256231	-1.196892183	-2.982101234	0.371579683	-0.364173902	-2.982101234	0.168505499	-2.982101234	-2.982101234	-0.142377847	0.072689349
C20H26O12	457.135149	-2.221931972	-1.674741433	-2.318352245	-1.487319622	-0.247874359	-1.965230915	-1.509820574	-0.235918989	-1.883096734	-2.481855852	-1.899760416	-1.236668075	1.30742463	-1.979112075
C20H28O2	299.201653	1.85179507	0	4.271084979	0.833962794	0	0.962233263	0.776706028	1.284507612	0.491964794	0	0.955062241	1.382760265	0	0
C20H28O3	315.196567	0.576749531	-0.42267401	2.814294567	-0.42267401	-0.42267401	0.026315526	-0.42267401	-0.42267401	-0.42267401	-0.42267401	0.141527326	0.132070064	-0.42267401	-0.42267401
C20H29O7N1	394.187125	1.504603767	0.360319146	1.490120309	1.076326372	0.027505971	1.209975295	1.489344301	0.646960664	0.762166253	1.348850956	1.407576883	0.583470246	0.172435364	2.753192656
C20H29O8N1	410.182039	2.114314546	-0.643659488	-0.191552983	1.745653659	0.118269711	0.672530217	0.01290298	1.350607373	-0.756534483	-0.024531144	1.76368017	0.869494783	0.03304085	1.978768029
C20H30O4	333.207132	1.823655292	0.496742437	4.1320641	0.121737541	0.024697884	1.541745555	0.753616317	0.381875445	1.056978828	0.282726526	1.345820829	1.474787087	0.204309132	0.539940114
C20H31O12N1	476.177348	3.432660013	1.419151498	2.368408079	2.149567764	0	1.593043439	1.98194205	0.859522593	2.062494073	2.447008539	2.67273885	1.843373296	0	2.611862236
C20H33O10N1	446.203169	0.662770539	1.102107533	1.490085947	0.963687409	1.350341559	1.377855915	1.757761856	0.019834775	2.517093442	0.632004676	1.488464929	0.834529581	0.046930216	0.63308239
C20H33O11N1	462.198083	2.227348555	0.967802345	1.511498658	1.256054728	0	1.108051679	1.128719194	0	1.163965567	1.22606585	1.091413057	1.06000811	0	1.136158205
C20H33O12N1	478.192998	2.637605996	1.226061748	1.595987026	1.272062739	0	1.229997197	1.526376126	0.528579869	1.571775184	1.833018167	1.879980184	1.325300585	0	1.821198483
C20H35O16N1	544.188306	3.222795905	1.452144067	0.935812965	1.518183937	0	0.764838295	1.263974868	0.840312895	0.981894006	1.329324007	1.113400103	0.577166859	0	0.969287607
C20H35O9N1	432.223904	1.069514596	0	2.445755046	0.494198695	0	1.124280915	0.50717109	0.45309689	1.289049035	0.644637762	0.526303124	1.250745055	0.416137527	0
C20H36O17	547.187972	0	0	0	0	1.37204672	0	0	0	2.190554436	0	0	2.752398389	2.018400964	0
C20H38O20	597.188365	-4.962401908	-0.974398729	-4.962401908	-0.109027632	-2.380019085	-4.962401908	-4.962401908	-0.676242803	-4.962401908	-4.962401908	-4.962401908	-1.222984402	0.146090159	-4.962401908
C20H40O6	375.275211	1.628615068	2.040895402	2.330234494	1.100640953	1.369456421	1.879969743	0.349961857	2.233811484	2.220301275	1.496517028	1.319095386	2.048322058	1.353521759	0.73042049
C21H16O7	379.082326	0.37686138	-0.547925822	0.660664874	-2.725127465	-0.293412196	-2.208990793	-2.629168287	-0.981655903	-2.525964395	-0.023005882	-0.678493703	0.155337827	-0.23256655	-0.733392673
C21H16O7N2	407.088474	-2.701512767	-2.701512767	-2.701512767	-1.880081837	-0.761857601	-2.701512767	-1.304013273	-1.207217652	-1.553986546	-2.701512767	-2.701512767	-0.566641459	-2.701512767	-0.544509494
C21H20O6N2	395.124859	-2.240601616	0.472674365	-2.240601616	-2.240601616	0.348480736	-2.240601616	-2.240601616	-2.240601616	-0.754991142	-2.240601616	-2.240601616	0.188805627	-2.240601616	-1.616286617
C21H22O3N2	349.155765	0	1.801622228	1.99543088	0	1.993074603	2.986052875	0.660708064	0	1.336925536	0	1.263726085	0	0	0
C21H22O9N2	445.125253	2.624647738	1.404432775	-1.780169715	-0.015919939	-1.074678413	-0.922001789	0.088214406	-0.324286786	1.688872972	0.379244562	2.219136353	0.25166212	-1.780169715	2.286734603
C21H24O10N2	463.135817	2.45094139	3.040226576	-1.08033417	1.040115779	0.535164398	-1.260331759	0.357870354	0.129465123	3.306026456	2.831154461	2.766649297	0.043322263	-2.347844266	2.348127195
C21H24O8	403.13984	1.104021703	-2.551115132	-0.04927983	0.962586316	-0.305393022	-0.556353713	-0.231921844	-0.613099389	-0.731698697	0.247910565	0.320219067	-0.538220033	-0.762180342	0.351311803
C21H25O13N1	498.125312	1.210629958	0	1.059989483	2.494404402	0	0	0.571976468	0	0	0	0	0	0	0
C21H26O5N2	385.176894	0	4.384867825	4.233109475	0	3.783757169	5.174061262	0	3.408801626	4.089703285	0	3.81072462	0	0	0
C21H26O7	389.160576	0.38205513	-2.15418944	-0.196232386	-2.15418944	-2.15418944	-2.15418944	-2.15418944	-2.15418944	-2.15418944	0.304496675	-2.15418944	-2.15418944	-0.425796582	0.303602939
C21H26O8	405.15549	2.934519143	0	2.390640384	0	0	0	0	0	0	0	2.18477375	0	0	2.692834723
C21H26O9	421.150405	0.738541877	-1.477601283	-0.331067519	-0.697871559	-1.206262926	-0.655520263	0.318754245	-1.040363165	-1.495015356	0.328090559	-0.810646566	-0.819877726	-3.586414643	0.064895161
C21H28O14N2	531.146776	-1.21297821	2.279426319	0.787795361	-0.340876438	-0.285551474	1.258081791	-1.21297821	-0.41568147	1.724964076	-0.129334712	0.583983176	1.549903763	-1.21297821	0.066627299
C21H28O5	359.186397	-0.255348418	-2.848712579	-2.848712579	-0.590957839	-2.848712579	-2.848712579	-0.251950068	-0.124810275	-1.315469052	0.122306021	-0.248008812	-0.464581422	0.599394134	-0.780042072
C21H28O5N2	387.192544	0	1.334311002	1.585843463	0	0.709261967	2.196492358	0	0.898867139	0	0	1.918017448	0	0	0
C21H28O6	375.181311	0.673264465	-2.306945701	-0.393735277	-0.712417742	-1.009052793	-2.306945701	-0.437909441	-1.29051253	-0.814438216	0.979719536	-2.306945701	-0.830675316	0.447185911	0.403029555
C21H28O7	391.176226	-0.420369601	-2.364681597	-0.941940488	-1.266224066	-1.809341332	-1.683602137	-0.759040919	-1.651921071	-0.890423395	-0.701472229	-1.258254483	-1.667394963	-1.49164197	0.20579879
C21H28O8	407.17114	0.576374025	-3.948478602	-1.122289439	0.124405851	-1.661581272	-1.441313972	0.450544748	-1.461040022	-0.875411296	0.443356877	-1.391929664	-1.435838359	-1.191783867	0.283287925
C21H28O9	423.166055	0.16316237	-3.222218046	-0.504411616	-1.287163481	-3.222218046	-3.222218046	0.269013536	-3.222218046	-1.233933453	-0.004202966	-3.222218046	-3.222218046	-1.413655428	-0.232468852
C21H29O11N1	470.166783	0.83809469	1.688045006	2.102539341	0.275249928	0.522762994	1.439644166	1.453252093	0.051173767	1.078758195	1.223555507	1.035172303	1.633470861	-0.548064084	-0.148081853
C21H30O10	441.17662	3.119948415	0	3.695992664	3.080221657	0	0	0	0	0	3.804256851	0	0	0	2.755643763
C21H30O9	425.181705	3.456638462	2.884798561	4.01234426	3.256161399	0	0	0	0	0	4.27180759	3.364698398	0	0	3.013884942
C21H31O6N1	392.20786	2.779642566	1.776087194	2.126441118	2.165166618	-0.612700282	2.783831134	2.553197844	0.557096074	2.611574546	2.256562391	3.064367731	1.668531436	-0.757742704	3.028895256
C21H31O7N1	408.202775	1.814026943	0.77055797	1.095173068	1.451656359	-0.05077483	1.839145676	1.339136374	0.898490929	1.411958708	1.34660281	1.766284869	1.008803195	0.245453906	2.481900475
C21H33O7N1	410.218425	1.764568309	1.36432793	0.24870497	1.560246758	-0.237129546	1.142607458	1.64749397	0.754173818	1.66022021	1.71188445	1.328404074	1.144442473	-0.234997501	2.21502049
C21H33O8N1	426.213339	1.381814696	0.862757058	0.872578197	1.685774685	0.246118331	1.997675136	2.266278167	1.227839654	1.541857285	1.347008442	1.535786499	0.94521393	0.191518206	1.032599207
C21H34O9	429.213005	4.411528227	0	4.316001048	0	0	0	0	0	0	4.418802054	0	0	0	3.09833768
C21H35O13N1	508.203562	3.231702451	1.018829857	2.137864516	1.412641199	-0.414370468	0.737922831	1.258002322	0.506255154	1.534740884	1.921662358	2.303750828	1.532037837	-0.414370468	2.776975519
